RATING,TITLE,VERIFIED,TEXT,DATE
5.0 out of 5 stars,i need attention,Verified Purchase,i absolutely adore these highlighters. my school books have never looked neater and i can easily remember things since the bright colour make my notes memorable. i bought these a while ago and they still have the same vibrant colour they did when they first arrived. i couldn’t go to school without my highlighters. it’s the only way people pay attention to me.,Reviewed in the United Kingdom on 1 July 2019
4.0 out of 5 stars,Perfect for university.,Verified Purchase,Got them to highlight books.They do the job.If I had a slight complaint it's that they're a little dull.,Reviewed in the United Kingdom on 24 April 2021
5.0 out of 5 stars,Excellent Product,Verified Purchase,"This product fully met my expectations, especially when using on very thin paper.The highlighting keeps the printed word legible and does not soak through the paper.Highly recommended.",Reviewed in the United Kingdom on 28 December 2019
5.0 out of 5 stars,Happy,Verified Purchase,"Well needed for highlighting text during revision. Aray of colours helps denote different headings for topics saught, good buy",Reviewed in the United Kingdom on 28 February 2021
5.0 out of 5 stars,"Lasted for years, and many more to come I expect.",Verified Purchase,"These have lasted for years. I don't use them every day, but certainly a few times a week, and still work as they did out of the packet. I suspect they will continue to work as well for years to come (hopefully). Seriously, one of the best purchases I've ever made, and I never thought I'd say that about highlighter pens.",Reviewed in the United Kingdom on 2 June 2019
3.0 out of 5 stars,"Long lasting, difficult to hold and the lid wont stay on when your using the highlighter",Verified Purchase,I bought these because I needed the specific colour.They do last a long time but are difficult to hold as they seem quite slippy.You have to put the lid to the side when using as it doesn't fit on the top of the highlighter,Reviewed in the United Kingdom on 18 February 2021
5.0 out of 5 stars,Excellent product,Verified Purchase,I’m really happy with it. Tried others for highlighting sentences and they were dull. This does the job perfectly. I’m happy.,Reviewed in the United Kingdom on 24 July 2020
5.0 out of 5 stars,Pwetty,Verified Purchase,Daughter hinted about getting these for her GCSE revision notes. Happy to oblige - anything to liven up that ‘fun’ time ahead... pens are lovely colours and this is a reliable brand and seller.,Reviewed in the United Kingdom on 4 January 2018
4.0 out of 5 stars,Super highlighters,Verified Purchase,"Great highlighters, slightly more expensive than the ones I bought before but well worth the money. Great addition to the home office.  Quick delivery",Reviewed in the United Kingdom on 27 May 2020
5.0 out of 5 stars,Absolutely incredible,Verified Purchase,I absolutely love theses the have been fantastic with my kids who are doing  exams they are much nicer than the aluminous colour much more calming and easier to read the paper especially with kids with learning difficulties with colours ... I did have one pack where 2 did not work apart from that great delivery great price :),Reviewed in the United Kingdom on 5 June 2018
3.0 out of 5 stars,Missing one colour,Verified Purchase,"Arrived with the wrong colours no yellow ,Wanted to use all the colours advertised in my health tracker diaryAm now buying the yellow separately",Reviewed in the United Kingdom on 13 May 2020
5.0 out of 5 stars,Planner perfect,Verified Purchase,I love using these to mark my children’s homeschool work. I also to use these highlights in my planner and to do lists.,Reviewed in the United Kingdom on 10 March 2021
5.0 out of 5 stars,Great,Verified Purchase,"It is really nice to have a better choice, the only problem is that if you have to go over the same line or one below/above and they touch it's very inky and leaves an obvious heavy ink mark at the end of the lines.",Reviewed in the United Kingdom on 8 August 2019
5.0 out of 5 stars,Lovely Colours,Verified Purchase,Bought as a present for my daughter. She asked me for pastel highlighters which i didn't even know existed. Clearly they do and they are lovely.  Really subtle. Lovely.Again arrived in plenty of time and packaged well. Thanks,Reviewed in the United Kingdom on 13 April 2019
1.0 out of 5 stars,Dried out,Verified Purchase,"At first they were really good, but on second use they were very dry (purple, yellow and pink) and could barely highlight a word. Wish I had bought them in store.",Reviewed in the United Kingdom on 20 February 2019
5.0 out of 5 stars,Good highlighter pens,Verified Purchase,It’s a pack of highlighter pens - they work very well and last a long while. Definitely not worth buying cheaper one,Reviewed in the United Kingdom on 30 March 2021
5.0 out of 5 stars,PASTEL OMG,Verified Purchase,Saw these by chance on a YouTube video. PASTEL HIGHLIGHTERS omg the stationery addict in me had to have them. The yellow isn't great but the rest are!,Reviewed in the United Kingdom on 13 April 2017
5.0 out of 5 stars,"Great product, fast delivery",Verified Purchase,"Great highlighters, have used this brand many times before. Purchasing from Amazon saved me a trip to the shops.",Reviewed in the United Kingdom on 9 March 2021
1.0 out of 5 stars,Not pastel colours,Verified Purchase,"These are NOT pastel as described. They do not come in a box and colours which arrived were navy, purple, orange and pink. My daughter is not happy as these are not what she ordered or paid for so will be returning.",Reviewed in the United Kingdom on 24 September 2019
5.0 out of 5 stars,WORTH IT.,Verified Purchase,"I have had these for an while and they still going strong. If you use highlighters everyday like i do, these will last you for long, I have had mine for about 6 months now and they still no where near finished and have not dry up. Worth it.",Reviewed in the United Kingdom on 6 February 2019
5.0 out of 5 stars,Good Value,Verified Purchase,"There are cheaper highlighters but Stabilo are the best for me, good price and fast delivery, would buy again",Reviewed in the United Kingdom on 18 March 2021
5.0 out of 5 stars,They’re so smooooth!,Verified Purchase,"Amazing. Arrived on time. Used it to highlight research papers during my revision. The yellow one I find is the best as it’s the most bright. Maybe they should make only yellows in a pack? But, even when you highlight with the other colours, you can still see the words underneath because the colours are pastel and light. Some highlighters leave a sticky residue but these are very smooth and dry quickly.",Reviewed in the United Kingdom on 10 June 2019
5.0 out of 5 stars,Great value for money 😊😊😊,Verified Purchase,100% recommend buying very pigmented as you can see in the photos no problems at all great for studying revising work and children :))),Reviewed in the United Kingdom on 17 August 2020
5.0 out of 5 stars,Brand you can trust,Verified Purchase,Bright and love that it makes a change from the standard highlighters.Last and are incredibly pigmented.,Reviewed in the United Kingdom on 17 September 2020
4.0 out of 5 stars,Lovely colours,Verified Purchase,"Brought these as a gift for a friends daughter, loved the colours so much I ended up buying some for myself.",Reviewed in the United Kingdom on 16 December 2020
1.0 out of 5 stars,Bleeds through paper,Verified Purchase,I really like the colours but unfortunately the highlight bleeds right through the paper even with the lightest touch! You're better off just getting the standard highlighters which don't bleed through so easily.,Reviewed in the United Kingdom on 14 February 2019
5.0 out of 5 stars,Delightful!,Verified Purchase,I'm not sure what to say about this product other than it has proven to be 'delightful' once again.  Each highlighter has an angled tip that allows for fine and broad width application. There is a choice of colours (colors) if needed but yellow does it best for an eye catching emphasis.,Reviewed in the United Kingdom on 4 September 2018
5.0 out of 5 stars,Don't look anywhere else!,Verified Purchase,"By far the best brand of highlighters in terms of vivid color, anti-dry-out technology and most importantly longevity.They are perfect for adding color to your notes and mind maps and the price is great value for the quality you are getting. As a student I have tried many cheaper versions but not found any that last as long so you end up paying for more which adds to the expense!",Reviewed in the United Kingdom on 1 May 2015
5.0 out of 5 stars,They work,Verified Purchase,I cannot speak for longevity but they are easy to hold and fit in my massive pencil case so I am happy,Reviewed in the United Kingdom on 12 February 2021
5.0 out of 5 stars,Great highlighters,Verified Purchase,"I love these pastel highlighters. Exactly like you would buy at WHSmiths, great quality last for ages",Reviewed in the United Kingdom on 18 February 2021
4.0 out of 5 stars,Pretty colours :),Verified Purchase,"Such gorgeous colours - my job is very boring so as sad as it sounds - the options of different colours makes a nice difference. They are not too light in colour as you would expect from a pastel, but still toned down compared the neons we are more used too.",Reviewed in the United Kingdom on 20 June 2017
3.0 out of 5 stars,Stabilo highlighters,Verified Purchase,Complete pack of highlighters with all the bright colours and all of them working fine and lasts long.,Reviewed in the United Kingdom on 20 September 2020
5.0 out of 5 stars,Value for money,TOP 1000 REVIEWER|Verified Purchase,Great set for a starter.,Reviewed in the United Kingdom on 18 July 2019
5.0 out of 5 stars,Ideal for the office,Verified Purchase,"Bought these for work as office only stocks 3 colours, needed more for highlighting parts on drawings, package comes with 8 colours, although the 3 pink shades dry to Be the same colour",Reviewed in the United Kingdom on 30 December 2019
5.0 out of 5 stars,Great Product,Verified Purchase,"These highlighters are the best i have used,they last a long time and after using other cheaper ones i started using these and the colour and quality is second to none",Reviewed in the United Kingdom on 11 December 2019
5.0 out of 5 stars,Soft colours that won't bleed through,Verified Purchase,Great set of pens at a really good price with nice range of colours. Bought them for highlighting in my Leuchtturm1917 bullet journal notebook. The colours do not bleed onto the other side of the page which is the main reason why I bought these. I already have the bright highlighter colours so these are a lovely addition to my collection of pens. Decent size too so I think these will last me a long while.,Reviewed in the United Kingdom on 15 August 2018
5.0 out of 5 stars,Pretty colours,Verified Purchase,Pretty colours make you want to study more.Nice range of pastel colours -different from the norm.Won't know the longevity until they run out - but doing the job for now :),Reviewed in the United Kingdom on 17 August 2019
5.0 out of 5 stars,A must have!,Verified Purchase,"The thing that really drew me to buy these where that they are different to any normal standard colour highlighter.Presented in a well designed box really does show off that the pastel highlighters are different.I would highly recommend these highlighters, the colours are fantastic and are true to the pastel look.",Reviewed in the United Kingdom on 11 August 2019
5.0 out of 5 stars,Pastel brilliance,Verified Purchase,I love the pastel colours. Highly recommend for anyone. I bought these years ago and they are still kicking,Reviewed in the United Kingdom on 28 November 2020
4.0 out of 5 stars,"Nice Colours, but some flaws",Verified Purchase,Colours are lovely and pastel. The price is great for the quantity. However the ink seems to be heavier and there's a lot more bleed through to the other page (as compared to other highlighters I use on the same paper). Also it is bulkier compared to other highlighters.,Reviewed in the United Kingdom on 7 September 2018
5.0 out of 5 stars,Great,Verified Purchase,I'm obsessed with these highlighters there so pretty my notes look like something from pinterest...must have for stationary lovers,Reviewed in the United Kingdom on 22 February 2021
4.0 out of 5 stars,Best highlighters?,Verified Purchase,I have tried other highlighters but always try to purchase Stabilio ones if I can. They seem to be better quality than most and last longer.,Reviewed in the United Kingdom on 30 April 2020
5.0 out of 5 stars,Lovely colours,Verified Purchase,I wanted something a bit less harsh when doing my highlighting for work notes and Uni.  These are lovely colours!,Reviewed in the United Kingdom on 14 January 2021
5.0 out of 5 stars,As reliable as ever!,Verified Purchase,"As reliable as ever! I love the variety of colours in this pack.The size of this pack means that there is enough colours to use the highlighters systematically, like i do when reviewing my own work or reading articles for university.  The parcel was delivered on time and packaged well. i would highly recommend to anyone!",Reviewed in the United Kingdom on 11 April 2017
5.0 out of 5 stars,Good selection of long lasting colours,Verified Purchase,Good selection of colours and long lasting - haven't dried out as quickly as cheaper brands.,Reviewed in the United Kingdom on 30 July 2020
5.0 out of 5 stars,Quality and excellent value...  :0),Verified Purchase,Great selection of coloursTapered tip so thick or narrowGreat value,Reviewed in the United Kingdom on 29 April 2021
5.0 out of 5 stars,Beautiful pastel colours,Verified Purchase,Lids were a little hard to get off but the colours are pretty and they work well,Reviewed in the United Kingdom on 13 January 2019
5.0 out of 5 stars,Got to have,Verified Purchase,Fantastic highlighting pens which come in a range of colours. Essential for all students,Reviewed in the United Kingdom on 1 December 2020
5.0 out of 5 stars,Stabilo = quality,Verified Purchase,"Popular for a reason, these highlighters are a lovely soft colour, which is great for my sensitive eyes as neons are too bright for me. I have been using them for my studies since Jan/Feb and still like new.",Reviewed in the United Kingdom on 2 July 2019
2.0 out of 5 stars,Poor quality,Verified Purchase,Must have either been a faulty batch or they’re cost cutting. The seal between the coloured plastic and the black plastic which has the highlighter on it comes unstuck when I try to take the cap off it. This happened on the orange and the green one.,Reviewed in the United Kingdom on 14 March 2021
5.0 out of 5 stars,Market leader thats enough.,Verified Purchase,"Great little pens, good vfm only odd bit is they're refillable but you cant buy either 1 box 8 to match pens or singles, just big box20 that work out dearer than new set, not very environmentally friendly.",Reviewed in the United Kingdom on 25 February 2021
4.0 out of 5 stars,highlighters,Verified Purchase,"I bought these for my niece for college, she said they worked well and comfortable to use",Reviewed in the United Kingdom on 15 October 2020
5.0 out of 5 stars,Pastel highlighter pens,Verified Purchase,"Great pens, bought these for my daughter’s exam revision. The pastel shades are lovely, allowing her to highlight important points in her notes while keeping these visible (some other highlighters can be a bit dark).",Reviewed in the United Kingdom on 11 January 2019
5.0 out of 5 stars,Top class product,Verified Purchase,"I don't think there is really too much to say here. The Stabilo Boss selection of highlighters speak for themselves; they lead the market in the area of high-quality and, most importantly, durable highlighters and they have done so for some time.The wallet of highlighters contains an excellent selection of colours at a good price - to purchase these highlighters singularly would cost a considerable amount more. In this sense the wallet is good value for money.Finally, it is worth stating all the colours included are non obtrusive and will not make the original piece difficult to read. The highlighters contained within are of the same quality as those you would purchase singularly. The wallet is also durable if you intend on carrying these around with you.",Reviewed in the United Kingdom on 31 May 2013
5.0 out of 5 stars,truly pastel,Verified Purchase,got them today and really wanted to post on how pastel they look. Use them a little and they are as visible as the vibrant highlighter however PASTEL! really easy on the eye would recommend,Reviewed in the United Kingdom on 28 August 2019
5.0 out of 5 stars,6 Highlighters,Verified Purchase,What can I say but lovely selection of highlighters.  Arrived on time.,Reviewed in the United Kingdom on 31 August 2019
5.0 out of 5 stars,Value for the money.,Verified Purchase,Amazing value for money.  Quality product that has not changed over many years.,Reviewed in the United Kingdom on 16 March 2021
5.0 out of 5 stars,Teenage girls love them,Verified Purchase,"Bought for my niece as a Christmas present and quite honestly I think she would have been happy to have just got these! Now, of course, I have to buy another set for the other niece.",Reviewed in the United Kingdom on 23 May 2019
5.0 out of 5 stars,Good value,Verified Purchase,This was a treat for a familyMember and she loves them - great colours - makes a change fromNormal colour highlighters,Reviewed in the United Kingdom on 24 February 2021
5.0 out of 5 stars,Great for my use,Verified Purchase,I have all of the usual highlighter colours and these are a great extra set offering my more colour options for my accounting system.,Reviewed in the United Kingdom on 11 January 2020
5.0 out of 5 stars,Pastel Highlighters.,Verified Purchase,Got these for my daughters arts and crafts box. Very nice simply cheap highlights in a set if colours that differ from the normal range. Kids love them as they are different.,Reviewed in the United Kingdom on 7 November 2019
5.0 out of 5 stars,Excellent,Verified Purchase,Excellent Highlighter - STABILO BOSS ORIGINAL Wallet of 8 Assorted Colours,Reviewed in the United Kingdom on 20 December 2020
5.0 out of 5 stars,Good purchase and value,Verified Purchase,Good buy. They do not dry out quickly and they are a nice colours. They are not a harsh colour when highlighting which is a benefit for me because of my dyslexia. Good buy and cheaper than in any shop!,Reviewed in the United Kingdom on 7 March 2019
5.0 out of 5 stars,Revision help,Verified Purchase,"These highlighters are very long lasting, they make revision look less boring.The colours can be used for certain groups in your revision or to easily see the different topics by highlighting key words. Buy highlighting things it helps me remember the crucial notes needed for my exams.",Reviewed in the United Kingdom on 31 August 2019
5.0 out of 5 stars,Good for school,Verified Purchase,"Daughter needed them for school. Decent, good price and range of colours.",Reviewed in the United Kingdom on 4 September 2020
5.0 out of 5 stars,Nice,Verified Purchase,"Fantastic highlighters with fantastic colours. These are easy on the eyes and would be great for highlighting text, but the colours and the ink are nice enough to use for art or doodling too.",Reviewed in the United Kingdom on 2 July 2017
5.0 out of 5 stars,Very cute.,Verified Purchase,Great price for the proper branded highlighters. Quick delivery and I adore the pastel colours.,Reviewed in the United Kingdom on 8 November 2020
5.0 out of 5 stars,Good product - competitive price,Verified Purchase,Good quality and reliable brand. Quick drying and doesn't seem to smudge print like some lower priced highlighters. I confess that I've never tried to refill them - You still have the refill packaging so I'm not completely convinced of why you would when the new ones are a reasonable price. Good product at a competitive price.,Reviewed in the United Kingdom on 26 February 2015
5.0 out of 5 stars,So Organised!,Verified Purchase,"My desk looks less messy now I have all my highlighters in one place, a little expensive but these were the cheapest I found",Reviewed in the United Kingdom on 3 June 2020
4.0 out of 5 stars,Great value for money and set of colours,Verified Purchase,Bought the pastel 4 pack and I absolutely love the colours of the highlighters.,Reviewed in the United Kingdom on 26 March 2021
5.0 out of 5 stars,Excellent,Verified Purchase,"Prompt delivery, well packaged, exactly as described and good quality.",Reviewed in the United Kingdom on 30 July 2020
5.0 out of 5 stars,Absolutely amazing!,Verified Purchase,Beautiful colours and they all come out as the colour shown on the packaging! They look really lovely and give a professional finish! My other pack ran out after about 13 month of use so i’ve ordered a back up pack!,Reviewed in the United Kingdom on 8 October 2019
5.0 out of 5 stars,Pretty pastels!,Verified Purchase,These highlighters are simply beautiful! They’re perfect for work/studying and they last soooo long. I have just ordered a second lot but have had my first pack for over a year!,Reviewed in the United Kingdom on 16 January 2020
5.0 out of 5 stars,Bought these Stabilo highlighters as I didn't like the Sharpie versions,Verified Purchase,"Bought these Stabilo highlighters as I didn't like the Sharpie versions. Nice range of colours. The colours are quite close in shade which might bother some, but not a problem for my work. Bright, comfortable and smooth to use.",Reviewed in the United Kingdom on 24 August 2018
4.0 out of 5 stars,Great Colour,Verified Purchase,"Great highlighters with a great colour, only downside was one of them arrived with the pack leaking. Not a major issue with me as I try to keep it upright but definitely something to be weary of. Whether it was the seller or they broke in transportation, I don’t know. Still great pens regardless.",Reviewed in the United Kingdom on 27 February 2018
5.0 out of 5 stars,Pretty colours and last long,Verified Purchase,I really like these highlighters as opposed to the more luminous ones. I use it for studying and just for general journaling. The price is always good on amazon when comparing this to other stationery shops so I will always purchase from amazon instead,Reviewed in the United Kingdom on 2 November 2020
4.0 out of 5 stars,These are a really nice alternative to the neon highlighters (as much as I ...,Verified Purchase,The pink one seems to leave a bit of a gappy line when highlight but nothing that going over it again can't fix. These are a really nice alternative to the neon highlighters (as much as I love neon) and can be used in conjunction with them! Stunning.,Reviewed in the United Kingdom on 24 July 2017
4.0 out of 5 stars,Good pens,TOP 500 REVIEWER|Verified Purchase,Good pens and did the job well. One or two pens the ink w quiet light and hard too see in a dim room.,Reviewed in the United Kingdom on 15 October 2020
5.0 out of 5 stars,Good highlighters,Verified Purchase,"Great highlighters, good quality and are bright (unlike some others). I use them mainly for my university notes and sometimes at work. This is one of those products where my only concern is whether they will 'return' from borrowed hands! The price is good compared to the high street (even with the caveat of minimum spend).",Reviewed in the United Kingdom on 20 January 2017
5.0 out of 5 stars,ideal for journals,Verified Purchase,"great colours, trusted brand, great value. Brought for my journal. very pleased.",Reviewed in the United Kingdom on 12 January 2021
4.0 out of 5 stars,Brilliant,Verified Purchase,Love these markers. Last ages and a name you can trust for quality.,Reviewed in the United Kingdom on 7 May 2021
5.0 out of 5 stars,Good colours.,Verified Purchase,"Nice assortment of colours. They are a tad ""wet"" compared to other ones (non-pastel) - just keep in mind they might bleed through the pages easily. Overall recommended.",Reviewed in the United Kingdom on 4 October 2019
5.0 out of 5 stars,Nice to have different colours,Verified Purchase,"Quality highlighters, nice to have a choice of different colours brightens up study time.  Thanks",Reviewed in the United Kingdom on 22 May 2020
5.0 out of 5 stars,Good for the cost,Verified Purchase,Very smooth to highlight,Reviewed in the United Kingdom on 18 July 2020
5.0 out of 5 stars,Great colours,Verified Purchase,Great value for money. Lovely pastel colours. Would recommend.,Reviewed in the United Kingdom on 27 February 2021
5.0 out of 5 stars,Really vibrant colours,Verified Purchase,I like the choice of colours and how bright they are on paper,Reviewed in the United Kingdom on 8 September 2020
1.0 out of 5 stars,terrible delivery,Verified Purchase,"these products are exactly what i wanted but the delivery was shocking. when i purchased it said there was next day delivery and the estimated delivery date said that. the next day i checked and it had moved to saturday, saturday it had moved to tuesday, the tuesday it said saturday when it had finally delivered.",Reviewed in the United Kingdom on 30 January 2021
1.0 out of 5 stars,Disappointing,Verified Purchase,"Colurs are a bit naff, more like a low lighter, runny at the ends of the highlighting, and shows through to the other side of the page in standard textbooks. Only positive is the prompt delivery.* UPDATE: item not eligible for returns*Will change to 1 star. Not recommended in the slightest.",Reviewed in the United Kingdom on 12 February 2019
5.0 out of 5 stars,Good highlighters that do not over impose sentences when used,Verified Purchase,"The highlighters are very good. A little faint, but normal highlighters are very strong, which do smudge handwriting. These do not smudge, so I am quite happy.",Reviewed in the United Kingdom on 8 August 2019
4.0 out of 5 stars,Good for note taking,Verified Purchase,"Purchased for note taking as a student.What I liked:° Good colour range° Lighter colours compared to the standard sharp° longevity, used for 5 months on a daily basis as of writing this review° Great value for money with how often this goes on sale, but otherwise can be pricy",Reviewed in the United Kingdom on 19 April 2021
5.0 out of 5 stars,Best highlighters i've bought.,Verified Purchase,They are just highlighters so nothing new or amazing but they definitely of a very good quality and having many colours helps when there a multiple things to highlight as you can group these things by colour. Also these are refillable so more eco friendly but i think the refills cost more than the pens themselves which is disappointing.,Reviewed in the United Kingdom on 17 April 2016
4.0 out of 5 stars,One bad apple...,Verified Purchase,l bought this new pack only because the green colour in my previous box was dry and would not work. Guess which colour in this box is dry and won't work? :(,Reviewed in the United Kingdom on 22 June 2019
5.0 out of 5 stars,Love them,Verified Purchase,"Love these, everyone at work wants to borrow my extra colours 😃",Reviewed in the United Kingdom on 8 April 2021
5.0 out of 5 stars,finally have every stabilo colour,Verified Purchase,i wish these were in the desk set of 15 version as it looks odd on my desk not part of the 15 colours...but beautiful colours.,Reviewed in the United Kingdom on 5 July 2020
5.0 out of 5 stars,Fab pens!,Verified Purchase,"Great highlighters, lovely bright (but not too dark) colours.",Reviewed in the United Kingdom on 15 August 2020
5.0 out of 5 stars,Really nice pastel colours!!,Verified Purchase,"I mainly use these for bullet journaling and so far they have done the trick. The colours are lovely and they are a good size, would really recommend these to people who love their stationary!!",Reviewed in the United Kingdom on 28 January 2019
4.0 out of 5 stars,Works as Intended but didn't last so long,Verified Purchase,Does what it is needed for. Can't really say that they lasted so long but it was a quick cheap way of picking up some pens without having to travel 14 miles to go my local town lol.,Reviewed in the United Kingdom on 30 July 2019
5.0 out of 5 stars,"LOVE the colours, makes highlighting easier to read back!",Verified Purchase,I always find 'normal' highlighters too bright and struggle with reading words back but with these the colours are toned down and pretty. They're also great to use if you are a bit OCD with note taking!,Reviewed in the United Kingdom on 15 October 2018
5.0 out of 5 stars,Spot on!,Verified Purchase,There great. No problems had them ages and still going.,Reviewed in the United Kingdom on 20 December 2020
5.0 out of 5 stars,5* Rating frm me,Verified Purchase,"Very happy with this product. It has many colours, they last for so long and theyre great quality too!",Reviewed in the United Kingdom on 2 November 2020
5.0 out of 5 stars,Good quality!,Verified Purchase,Great quality highlighters. Cheaper brands just do not compare!,Reviewed in the United Kingdom on 9 September 2020
5.0 out of 5 stars,The Colours are very vibrant and long - lasting. Also prime delivery was quick and well packaged,Verified Purchase,The product was absolutely amazing and it was definitely worth the money ! It’s nice to see that such good stationary is available for prime shipping and that are very good value for money. I couldn’t ask for more !,Reviewed in the United Kingdom on 23 July 2019
2.0 out of 5 stars,They leave marks on the back of the page and ...,Verified Purchase,"They leave marks on the back of the page and sometimes the page underneath. Not practical if used for highlighting notes, or extracts of books.",Reviewed in the United Kingdom on 10 November 2018
5.0 out of 5 stars,Great!,Verified Purchase,Love these pastel colours! Great product and good value for money,Reviewed in the United Kingdom on 10 March 2021
3.0 out of 5 stars,Damage packaging...((,Verified Purchase,I bought highliters in packaging on purpose ....but the packaging arrived in a damage condition....Upset!!,Reviewed in the United Kingdom on 3 September 2020
2.0 out of 5 stars,"Nice colours, but goes through the page",Verified Purchase,"The colours are nice, somewhat different than other highlighters. Big drawback is that it goes through normal sheets and at times even through thicker ones that I use to create flash-cards. So unless you want to write only on one side, don’t pick these ones.",Reviewed in the United Kingdom on 24 March 2019
5.0 out of 5 stars,Great product,Verified Purchase,Lovely colours - really useful for my secondary school age daughter to use for her work.,Reviewed in the United Kingdom on 8 September 2020
5.0 out of 5 stars,Best highlighters there is!,Verified Purchase,Can’t beat Stabilo highlighters and they were a fantastic price too!,Reviewed in the United Kingdom on 13 December 2020
5.0 out of 5 stars,Shade of colour is just right,Verified Purchase,"I was concerned about how the ink would show up on my course work being pastel highlighters but actually, they're really good and I am quite happy to order more when I need them",Reviewed in the United Kingdom on 31 January 2019
5.0 out of 5 stars,"Lovely colours, good brand",Verified Purchase,Lovely pastel colours and you're getting good quality with the Stabilo brand,Reviewed in the United Kingdom on 16 June 2020
5.0 out of 5 stars,Packaged well,Verified Purchase,Purchased for a teenager at school and appreciated,Reviewed in the United Kingdom on 6 December 2020
5.0 out of 5 stars,Worth it!,Verified Purchase,Worth it!Can’t work without them!Beautiful colours too,Reviewed in the United Kingdom on 5 June 2020
5.0 out of 5 stars,Quality high lighters,Verified Purchase,"Daughter very happy with these high lighters, good quality, easy to use, great range of colours. Very happy. Thank you.",Reviewed in the United Kingdom on 29 June 2019
5.0 out of 5 stars,Lovely colours,Verified Purchase,"Lovely pastel colours, no more horrid neon colours.",Reviewed in the United Kingdom on 24 December 2020
5.0 out of 5 stars,Good highlights,Verified Purchase,"Bought for kids pencil cases for school, do what they say they will do",Reviewed in the United Kingdom on 3 October 2020
5.0 out of 5 stars,The best,Verified Purchase,"These are the real deal, best ones on the market.",Reviewed in the United Kingdom on 7 September 2020
5.0 out of 5 stars,Great highlighters,Verified Purchase,"Brought these fir my daughter for her schoolwork and she loves them, they make her work look really good!",Reviewed in the United Kingdom on 8 December 2019
5.0 out of 5 stars,Such different colours for a highlighter!,Verified Purchase,"I love the colour of these highlighters, I haven't seen anyone else doing pastel colours it's usually just neon.I use these for studying and need a variety of colours so these were perfect as I had none these colour, was concerned the mint and turqouise one might be a bit similar but they're not when they're on paper. The colour doesn't transfer through paper.I got these half price but personally I don't think they're worth £7+",Reviewed in the United Kingdom on 31 March 2019
5.0 out of 5 stars,Nice highlighters good value,Verified Purchase,Nice pastel highlighters well worth the money lovely plastic wallet to keep them together. Nice shades easy on eye,Reviewed in the United Kingdom on 3 May 2020
5.0 out of 5 stars,Bought those 3 years ago - still like new,Verified Purchase,"I have been using those for 3 years now, still like brand new. No issues whatsoever, would definitely recommend. The price is great compared to other retailers.",Reviewed in the United Kingdom on 9 June 2019
5.0 out of 5 stars,"Long lasting, does the job. Good value",Verified Purchase,"Value fir money, lasts for ages & product does what it’s supposed to do.",Reviewed in the United Kingdom on 21 December 2020
5.0 out of 5 stars,Worth the spend.,Verified Purchase,Havent really tried these but bought them to keep work organised on the go while taking notes and marking.,Reviewed in the United Kingdom on 8 October 2019
5.0 out of 5 stars,Love these,Verified Purchase,Great for revision and the colour tones are really nice,Reviewed in the United Kingdom on 30 June 2020
5.0 out of 5 stars,Favourite highlighters yet,Verified Purchase,My favourite highlighters yet! I love the pastel colours; they are much easier on the eyes than the harsh neon ones you usually find. They're a staple for my revision supplies and I'll be sure to purchase more when they run about. Overall a lovely set of highlighters and perfect for any student.,Reviewed in the United Kingdom on 1 July 2018
5.0 out of 5 stars,Brilliant,Verified Purchase,"Absolutely love these colours, perfect for school work, good quality and fast delivery",Reviewed in the United Kingdom on 18 May 2020
5.0 out of 5 stars,Super highlighter selection,Verified Purchase,Great value - great colours - great pens :),Reviewed in the United Kingdom on 2 August 2020
5.0 out of 5 stars,Great!,Verified Purchase,Beautiful colours! Makes my work look a little prettier!,Reviewed in the United Kingdom on 22 March 2021
5.0 out of 5 stars,As described,Verified Purchase,Value for money. Exactly what I expected.,Reviewed in the United Kingdom on 1 February 2021
5.0 out of 5 stars,"Great Highlighters, Last So Long",Verified Purchase,"These last incredibly long! I use them nearly every day and they're still going after almost a year. Love the pastel colours, easier to read writing through than the very bright, rich colours.",Reviewed in the United Kingdom on 9 July 2020
5.0 out of 5 stars,If you need something highlighted this is the one to get,Verified Purchase,"Highlights well, I have not used them myself once, but my kids have found good use to them. Price was great.",Reviewed in the United Kingdom on 29 April 2021
5.0 out of 5 stars,...Great Highlighters!...,Verified Purchase,"Theres nothing quite like a Stabilo Highlighter!, definitely the best on the market!, recommend to everyone...",Reviewed in the United Kingdom on 2 January 2020
5.0 out of 5 stars,Great value highlighters.,Verified Purchase,Great price for quality highlighters. Great colour selection too.,Reviewed in the United Kingdom on 6 April 2019
5.0 out of 5 stars,"Amazing pens, my favourite thing about them is that ...",Verified Purchase,"Amazing pens, my favourite thing about them is that they don't dry out quickly because I'm always leaving the lids off of pens! Pretty pastel colours that have lasted me months of frequent use, definitely worth the cost",Reviewed in the United Kingdom on 22 July 2017
5.0 out of 5 stars,Nice colours,Verified Purchase,These have a great neon colour range.,Reviewed in the United Kingdom on 5 May 2021
5.0 out of 5 stars,Lovely Colours and Good Value too !,Verified Purchase,Purchased for a gift for a University Student .....they have not been put to use yet but are lovely colours and good value !,Reviewed in the United Kingdom on 12 August 2019
5.0 out of 5 stars,Pretty colours,Verified Purchase,"Really pretty colours, they're lovely for scrapbooking",Reviewed in the United Kingdom on 16 January 2021
